,generation,mother,father,child,child_no,mutation
45,6,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.3|0.41|0.59|0.68|0.28|0.76|0.43|0.5|10|12|15|11|30|24|21|8|2|2|2|2|2|2|3|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
46,6,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.33|0.32|0.94|0.05|0.12|0.9|0.07|0.76|10|12|15|27|30|23|21|8|2|2|2|2|2|2|2|2,2.0,-0.030000000000000027|0.08999999999999997|-0.35|0.63|0.16000000000000003|-0.14|0.36|-0.26|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
47,6,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.3|0.41|0.59|0.68|0.28|0.76|0.43|0.5|10|19|15|12|30|23|23|8|2|2|2|2|2|2|2|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
48,6,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.3|0.41|0.59|0.68|0.28|0.76|0.43|0.5|10|12|15|27|30|23|23|8|2|2|3|2|2|2|2|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
49,6,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.3|0.41|0.59|0.68|0.28|0.76|0.43|0.5|10|19|15|27|30|23|21|8|3|2|2|2|2|2|2|3,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0
50,6,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.3|0.41|0.59|0.68|0.28|0.76|0.43|0.5|10|20|15|27|30|23|23|8|2|2|2|2|2|2|2|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
51,6,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.3|0.41|0.59|0.68|0.28|0.76|0.43|0.5|10|19|15|27|30|23|23|8|2|2|2|2|3|2|2|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
52,6,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.3|0.41|0.59|0.68|0.28|0.76|0.43|0.5|10.0|12.0|15.0|11.0|30.0|23.0|21.0|8.0|2|2|2|2|2|2|2|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
53,6,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.3|0.41|0.59|0.68|0.28|0.76|0.43|0.5|13|15|17|28|30|24|23|12|2|2|2|2|2|2|2|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-3.0|-2.0|-1.0|2.0|-1.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
54,7,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.3|0.41|0.59|0.68|0.28|0.76|0.43|0.5|16|12|15|11|30|23|23|12|2|2|3|2|2|2|2|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
55,7,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.3|0.41|0.59|0.68|0.28|0.76|0.43|0.5|16|12|15|27|30|23|21|8|2|2|2|2|2|2|2|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
56,7,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.3|0.41|0.59|0.68|0.28|0.76|0.43|0.5|10.0|19.0|15.0|27.0|30.0|23.0|23.0|8.0|2|2|2|2|2|2|2|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
57,7,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.3|0.41|0.59|0.68|0.28|0.76|0.43|0.5|10.0|12.0|15.0|11.0|30.0|23.0|21.0|8.0|2|2|2|2|2|2|2|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
58,7,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.3|0.41|0.59|0.68|0.28|0.76|0.43|0.5|10.0|19.0|15.0|11.0|30.0|23.0|21.0|8.0|2|2|2|2|2|2|2|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
59,7,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.3|0.41|0.59|0.68|0.28|0.76|0.43|0.5|17|19|15|11|30|23|21|12|2|2|2|2|2|2|2|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
60,7,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.3|0.41|0.59|0.68|0.28|0.76|0.43|0.5|17|22|18|13|30|23|21|9|2|2|2|2|2|2|2|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-3.0|-3.0|-2.0|2.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
61,7,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.94|0.17|0.19|0.58|0.86|0.37|0.69|0.45|10|12|15|11|30|23|23|12|2|2|2|2|2|2|2|2,8.0,-0.6399999999999999|0.23999999999999996|0.39999999999999997|0.10000000000000009|-0.58|0.39|-0.25999999999999995|0.04999999999999999|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
62,7,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.3|0.41|0.59|0.68|0.28|0.76|0.43|0.5|16|12|15|27|30|23|23|12|2|2|2|2|2|2|2|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
63,8,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.3|0.58|0.96|0.85|0.18|0.83|0.53|0.32|26|12|15|12|30|23|21|12|2|2|2|2|2|2|2|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
64,8,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.3|0.58|0.96|0.85|0.18|0.83|0.53|0.32|26.0|12.0|15.0|11.0|30.0|23.0|21.0|12.0|2|2|2|2|2|2|2|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
65,8,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.3|0.58|0.96|0.85|0.18|0.83|0.53|0.32|11|25|15|11|30|23|21|12|2|2|2|2|2|2|2|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
66,8,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.3|0.58|0.96|0.85|0.18|0.83|0.53|0.32|10.0|25.0|15.0|11.0|30.0|23.0|21.0|20.0|2|2|2|2|2|2|2|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
67,8,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.3|0.58|0.96|0.85|0.18|0.83|0.53|0.32|26|12|15|11|30|23|21|20|2|2|2|2|2|2|2|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
68,8,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.08|0.94|0.53|0.74|0.02|0.24|0.88|0.61|10|12|15|27|30|23|21|12|2|2|2|2|2|2|2|2,6.0,0.21999999999999997|-0.36|0.42999999999999994|0.10999999999999999|0.16|0.59|-0.35|-0.29|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
69,8,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.3|0.58|0.96|0.85|0.18|0.83|0.53|0.32|10|25|15|27|30|24|21|20|2|2|2|2|2|2|2|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
70,8,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.3|0.58|0.96|0.85|0.18|0.83|0.53|0.32|26|12|15|27|30|24|21|12|2|2|2|2|2|2|2|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
71,8,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.3|0.58|0.96|0.85|0.18|0.83|0.53|0.32|26|12|15|11|30|23|21|12|2|2|2|2|2|2|2|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
72,9,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.18|0.48|0.63|0.75|0.32|0.72|0.38|0.41|26.0|25.0|15.0|11.0|30.0|23.0|21.0|8.0|2|2|2|2|2|2|2|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
73,9,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.18|0.48|0.63|0.75|0.32|0.72|0.38|0.41|16.0|19.0|15.0|11.0|30.0|23.0|21.0|8.0|2|2|2|2|2|2|2|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
74,9,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.18|0.48|0.63|0.75|0.32|0.72|0.38|0.41|16|19|15|11|30|23|24|20|2|2|2|2|3|2|2|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
75,9,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.18|0.48|0.63|0.75|0.32|0.72|0.38|0.41|26|25|15|11|30|23|21|8|2|3|2|2|2|2|2|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
76,9,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.18|0.48|0.63|0.75|0.32|0.72|0.38|0.41|16|19|15|11|30|23|21|8|2|2|2|2|3|2|2|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
77,9,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.18|0.48|0.63|0.75|0.32|0.72|0.38|0.41|16|19|15|11|30|23|23|8|2|2|2|3|2|2|2|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
78,9,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.18|0.48|0.63|0.75|0.32|0.72|0.38|0.41|26.0|25.0|15.0|11.0|30.0|23.0|21.0|8.0|2|3|2|2|2|2|2|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
79,9,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.18|0.48|0.63|0.75|0.32|0.72|0.38|0.41|17|21|17|13|30|26|23|10|2|2|2|2|2|2|2|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-2.0|-2.0|-2.0|2.0|-3.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
80,9,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.18|0.3|0.26|0.58|0.41|0.64|0.27|0.59|16|19|15|11|32|23|23|8|2|2|2|2|2|2|2|2,0.87|0.88|0.35|0.38|0.94|0.7|0.53|0.43|26|25|15|11|30|23|21|20|2|2|2|2|2|2|2|2,9.0,-0.69|-0.4|0.28|0.37|-0.6199999999999999|0.020000000000000018|-0.15000000000000002|-0.020000000000000018|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
81,10,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.3|0.58|0.96|0.85|0.18|0.83|0.53|0.32|10.0|12.0|15.0|11.0|30.0|23.0|21.0|12.0|2|2|2|2|2|2|2|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
82,10,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.3|0.58|0.96|0.85|0.18|0.83|0.53|0.32|10|12|15|27|30|23|21|12|2|2|2|2|2|2|2|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
83,10,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.3|0.58|0.96|0.85|0.18|0.83|0.53|0.32|26|26|15|27|30|23|21|12|2|2|2|2|3|2|2|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
84,10,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.3|0.58|0.96|0.85|0.18|0.83|0.53|0.32|26|25|16|11|30|23|21|20|2|2|2|2|2|2|2|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
85,10,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.19|0.39|0.24|0.52|0.36|0.62|0.04|0.35|10|12|15|27|30|23|21|12|2|2|2|2|2|2|2|2,5.0,0.10999999999999999|0.18999999999999995|0.72|0.32999999999999996|-0.18|0.20999999999999996|0.49000000000000005|-0.02999999999999997|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
86,10,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.3|0.58|0.96|0.85|0.18|0.83|0.53|0.32|10.0|25.0|15.0|27.0|30.0|23.0|21.0|20.0|2|2|2|2|2|2|2|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
87,10,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.3|0.58|0.96|0.85|0.18|0.83|0.53|0.32|26|26|15|27|30|23|21|20|2|2|3|2|2|2|2|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
88,10,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.64|0.13|0.34|0.4|0.65|0.88|0.14|0.31|26|12|15|11|30|23|21|12|2|2|2|2|2|2|2|2,8.0,-0.34|0.44999999999999996|0.6199999999999999|0.44999999999999996|-0.47000000000000003|-0.050000000000000044|0.39|0.010000000000000009|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
89,10,0.19|0.65|1.0|0.92|0.22|0.79|0.48|0.23|26|25|15|11|32|23|21|20|2|2|2|2|2|2|2|2,0.41|0.52|0.92|0.78|0.15|0.87|0.59|0.42|10|12|15|27|32|23|21|12|2|2|2|2|2|2|2|2,0.3|0.58|0.96|0.85|0.18|0.83|0.53|0.32|26.0|12.0|15.0|27.0|30.0|23.0|21.0|20.0|2|2|2|2|2|2|2|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
