,generation,mother,father,child,child_no,mutation
781,53,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|13|20|14|13|14|11|8|19|13|11|9|10|9|10|9|9|7|9|9|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|0.0|1.0|1.0
782,53,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|14|23|16|14|13|14|7|22|14|12|10|10|10|10|10|10|8|9|10|7,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-3.0|-2.0|-1.0|1.0|-3.0|1.0|-3.0|-1.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
783,53,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
784,53,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
785,53,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
786,53,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.06|0.18|0.71|0.84|0.92|0.3|0.75|0.62|0.97|0.15|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,7.0,0.58|0.39|-0.41|-0.08|-0.61|0.27|0.01|-0.09|-0.45|0.22|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
787,53,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
788,53,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|5.0|15.0|5.0|6.0|3.0|10.0|10.0|6.0|10.0|10.0|10|10|10|10|10|10|8|9|10|7,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|8.0|5.0|9.0|7.0|11.0|1.0|-2.0|13.0|3.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
789,53,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|13|20|14|13|14|11|8|19|13|11|10|10|9|10|10|10|8|9|10|7,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
790,53,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|13|20|14|13|14|11|8|18|13|11|10|10|10|10|10|10|8|9|10|7,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
791,53,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.15|0.18|0.01|0.79|0.66|0.4|0.08|0.71|0.25|0.21|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,12.0,0.49|0.39|0.29|-0.03|-0.35|0.17|0.68|-0.18|0.27|0.16|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
792,53,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|2.0|10.0|10.0|2.0|10.0|15.0|10.0|10.0|2.0|5.0|10|10|10|10|10|10|8|9|10|7,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|11.0|10.0|4.0|11.0|4.0|-4.0|-2.0|9.0|11.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
793,53,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,14.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
794,53,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.48|0.16|0.92|0.57|0.09|0.78|0.77|0.23|0.54|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,15.0,0.16|0.41|-0.62|0.19|0.22|-0.21|-0.01|0.3|-0.02|-0.13|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
795,54,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|12|20|14|13|14|11|8|18|13|11|10|10|10|10|10|10|8|9|10|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
796,54,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|12|20|14|13|14|10|8|19|13|11|10|10|9|10|10|10|8|9|10|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
797,54,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|12|22|13|12|15|10|10|20|15|13|10|10|10|10|10|10|8|10|10|7,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|1.0|1.0|-1.0|0.0|-2.0|-1.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
798,54,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|2.0|3.0|3.0|5.0|15.0|6.0|15.0|5.0|6.0|5.0|10|10|10|10|10|10|8|10|10|7,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|11.0|17.0|11.0|8.0|-1.0|5.0|-7.0|14.0|7.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
799,54,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|13|20|14|13|14|11|8|19|13|11|9|10|10|9|10|10|9|8|10|6,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|-1.0|1.0|0.0|1.0
800,54,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
801,54,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|12|20|14|13|14|10|8|19|13|11|9|10|10|9|10|9|9|10|10|6,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1.0|-1.0|0.0|0.0|1.0
802,54,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|12|20|14|13|14|10|8|18|13|11|10|10|10|10|10|10|8|10|10|7,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
803,54,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|13|20|14|13|14|10|8|19|13|11|10|9|10|9|10|9|8|8|10|6,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|0.0|1.0|0.0|1.0
804,54,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|13|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
805,54,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|12|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|9|8|9|7,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|1.0|0.0
806,54,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.08|0.85|0.26|0.77|0.21|0.07|0.15|0.32|0.25|0.66|13|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|9|10|7,12.0,0.56|-0.28|0.04|-0.01|0.1|0.5|0.61|0.21|0.27|-0.29|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
807,54,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|12|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
808,54,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|12|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|10|10|7,14.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
809,54,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.18|0.86|0.56|0.48|0.21|0.01|0.47|0.48|0.6|0.54|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|10|10|7,15.0,0.46|-0.29|-0.26|0.28|0.1|0.56|0.29|0.05|-0.08|-0.17|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
810,55,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|12|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.66|0.48|0.41|0.66|0.32|0.42|0.76|0.64|0.52|0.3|12|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|7|10|10|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
811,55,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|12|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.66|0.48|0.41|0.66|0.32|0.42|0.76|0.64|0.52|0.3|12|20|14|13|14|11|8|19|13|11|10|10|10|10|9|10|8|10|10|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
812,55,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|12|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.66|0.48|0.41|0.66|0.32|0.42|0.76|0.64|0.52|0.3|15.0|10.0|15.0|10.0|6.0|15.0|5.0|3.0|15.0|15.0|10|10|10|10|10|10|8|10|10|7,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|10.0|-1.0|3.0|8.0|-5.0|3.0|16.0|-2.0|-4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
813,55,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|12|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.66|0.48|0.41|0.66|0.32|0.42|0.76|0.64|0.52|0.3|2.0|3.0|6.0|6.0|10.0|3.0|6.0|3.0|15.0|6.0|10|10|10|10|10|10|8|10|10|7,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|10.0|17.0|8.0|7.0|4.0|7.0|2.0|16.0|-2.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
814,55,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|12|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.66|0.48|0.41|0.66|0.32|0.42|0.76|0.64|0.52|0.3|14|20|17|15|17|13|10|20|12|13|10|10|10|10|10|10|8|10|10|7,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|-3.0|-2.0|-3.0|-3.0|-2.0|-1.0|1.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
815,55,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|12|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.66|0.48|0.41|0.66|0.32|0.42|0.76|0.64|0.52|0.3|12|20|14|13|14|10|8|19|13|11|9|10|9|9|10|10|9|9|10|6,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|-1.0|1.0|0.0|1.0
816,55,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|12|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.66|0.48|0.41|0.66|0.32|0.42|0.76|0.64|0.52|0.3|12|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|7|10|10|7,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
817,55,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|12|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|10|10|7,0.66|0.48|0.41|0.66|0.32|0.42|0.76|0.64|0.52|0.3|12|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|10|10|7,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
