,generation,mother,father,child,child_no,mutation
1811,121,0.26|0.83|0.11|0.49|0.59|0.53|0.14|0.67|0.31|0.69|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.44|0.6|0.26|0.41|0.6|0.54|0.3|0.48|0.42|0.53|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1812,121,0.26|0.83|0.11|0.49|0.59|0.53|0.14|0.67|0.31|0.69|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.44|0.6|0.26|0.41|0.6|0.54|0.3|0.48|0.42|0.53|13|19|11|11|15|8|7|18|12|13|10|10|10|10|10|10|9|10|10|10,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-3.0|1.0|1.0|-1.0|-1.0|1.0|1.0|1.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1813,121,0.26|0.83|0.11|0.49|0.59|0.53|0.14|0.67|0.31|0.69|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.44|0.6|0.26|0.41|0.6|0.54|0.3|0.48|0.42|0.53|11|16|12|12|14|7|7|19|13|11|10|10|10|10|10|10|9|10|10|10,14.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1814,121,0.26|0.83|0.11|0.49|0.59|0.53|0.14|0.67|0.31|0.69|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.44|0.6|0.26|0.41|0.6|0.54|0.3|0.48|0.42|0.53|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1815,122,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|11|16|12|12|14|7|8|19|13|11|10|10|10|9|10|9|10|10|10|10,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|-1.0|0.0|0.0|0.0
1816,122,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10.0|3.0|2.0|10.0|6.0|5.0|10.0|3.0|6.0|3.0|10|10|10|10|10|10|9|10|10|10,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|13.0|10.0|2.0|8.0|2.0|-2.0|16.0|7.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1817,122,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1818,122,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1819,122,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1820,122,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|11|16|12|12|14|7|9|19|13|11|10|10|10|10|10|10|9|10|10|10,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1821,122,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|13|15|13|15|13|9|9|22|14|13|10|10|10|10|10|10|9|10|10|10,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|1.0|-1.0|-3.0|1.0|-2.0|-1.0|-3.0|-1.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1822,122,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|11|19|13|13|16|9|11|18|16|11|10|10|10|10|10|10|9|10|10|10,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-1.0|-1.0|-2.0|-2.0|-3.0|1.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1823,122,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|12|15|14|15|17|8|8|21|15|13|10|10|10|10|10|10|9|10|10|10,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|-2.0|-3.0|-3.0|-1.0|0.0|-2.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1824,122,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1825,122,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.56|0.17|0.04|0.97|0.49|0.66|0.58|0.68|0.14|0.18|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,11.0,-0.17|0.23|0.64|-0.32|-0.06|-0.01|-0.06|-0.52|0.49|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1826,122,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|5.0|3.0|5.0|3.0|5.0|5.0|15.0|3.0|5.0|10.0|10|10|10|10|10|10|9|10|10|10,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6.0|13.0|7.0|9.0|9.0|2.0|-7.0|16.0|8.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1827,122,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|12|18|14|11|16|6|11|20|14|13|10|10|10|10|10|10|9|10|10|10,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-2.0|-2.0|1.0|-2.0|1.0|-3.0|-1.0|-1.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1828,122,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.58|0.62|0.02|0.36|0.72|0.3|0.64|0.37|0.77|0.68|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,14.0,-0.19|-0.22|0.66|0.29|-0.29|0.35|-0.12|-0.21|-0.14|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1829,122,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|11|16|12|12|14|7|8|19|13|11|9|10|10|9|10|9|8|10|9|10,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0
1830,123,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|11|13|7|10|22|13|10|10|10|10|10|10|10|9|10|10|10,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|-2.0|-3.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1831,123,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.08|0.08|0.25|0.43|0.95|0.33|0.66|0.74|0.08|0.49|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,2.0,0.31|0.32|0.43|0.22|-0.52|0.32|-0.14|-0.58|0.55|0.19|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1832,123,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|11|16|12|12|14|7|8|19|13|11|9|10|10|10|10|10|9|10|10|10,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1833,123,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|9|10,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
1834,123,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.68|0.33|0.99|0.39|0.29|0.88|0.84|0.45|0.41|0.75|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,5.0,-0.29|0.07|-0.31|0.26|0.14|-0.23|-0.32|-0.29|0.22|-0.07|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1835,123,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.48|0.25|0.6|0.97|0.72|0.85|0.66|0.87|0.98|0.31|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,6.0,-0.09|0.15|0.08|-0.32|-0.29|-0.2|-0.14|-0.71|-0.35|0.37|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1836,123,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|11|16|12|12|14|7|9|19|13|11|10|10|10|10|10|10|9|10|10|10,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1837,123,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|12|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1838,123,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1839,123,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|11|16|12|12|14|7|8|19|13|11|9|10|10|10|10|10|9|10|10|10,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1840,123,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|12|19|13|14|17|9|7|20|13|12|10|10|10|10|10|10|9|10|10|10,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-3.0|-1.0|-2.0|-3.0|-2.0|1.0|-1.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1841,123,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.97|0.34|0.24|0.73|0.79|0.57|0.93|0.64|0.87|0.27|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,12.0,-0.58|0.06|0.44|-0.08|-0.36|0.08|-0.41|-0.48|-0.24|0.41|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1842,123,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|11|16|12|12|15|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1843,123,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|11|16|12|12|14|7|8|18|13|11|10|10|10|10|10|10|9|10|10|10,14.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1844,123,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.61|0.38|0.4|0.33|0.6|0.54|0.45|0.3|0.52|0.38|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1845,124,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.28|0.4|0.82|0.81|0.34|0.7|0.55|0.1|0.68|0.83|11|16|12|12|14|7|9|19|13|11|10|10|10|10|10|10|9|10|10|10,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1846,124,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.28|0.4|0.82|0.81|0.34|0.7|0.55|0.1|0.68|0.83|13|18|12|14|13|6|10|21|15|10|10|10|10|10|10|10|9|10|10|10,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-2.0|0.0|-2.0|1.0|1.0|-2.0|-2.0|-2.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1847,124,0.39|0.4|0.68|0.65|0.43|0.65|0.52|0.16|0.63|0.68|10|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.17|0.41|0.97|0.97|0.26|0.76|0.58|0.03|0.74|0.98|11|16|12|12|14|7|8|19|13|11|10|10|10|10|10|10|9|10|10|10,0.28|0.4|0.82|0.81|0.34|0.7|0.55|0.1|0.68|0.83|10|16|12|12|14|7|8|19|13|11|9|9|9|9|9|10|10|10|9|10,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|-1.0|0.0|1.0|0.0
