,generation,mother,father,child,child_no,mutation
90,12,0.8|0.05|0.65|0.97|9|7|8|3|2|2|2|4,0.7|0.15|0.89|0.72|9|7|8|3|2|2|2|4,0.75|0.1|0.77|0.84|9|7|7|3|2|3|2|4,1.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|-1.0|0.0|0.0
91,12,0.8|0.05|0.65|0.97|9|7|8|3|2|2|2|4,0.7|0.15|0.89|0.72|9|7|8|3|2|2|2|4,0.75|0.1|0.77|0.84|9|7|8|3|2|2|3|4,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
92,12,0.8|0.05|0.65|0.97|9|7|8|3|2|2|2|4,0.7|0.15|0.89|0.72|9|7|8|3|2|2|2|4,0.75|0.1|0.77|0.84|9|7|8|3|2|2|2|4,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
93,12,0.8|0.05|0.65|0.97|9|7|8|3|2|2|2|4,0.7|0.15|0.89|0.72|9|7|8|3|2|2|2|4,0.75|0.1|0.77|0.84|9|7|8|3|2|3|2|4,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
94,12,0.8|0.05|0.65|0.97|9|7|8|3|2|2|2|4,0.7|0.15|0.89|0.72|9|7|8|3|2|2|2|4,0.75|0.1|0.77|0.84|9|6|8|3|2|2|2|4,5.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
95,12,0.8|0.05|0.65|0.97|9|7|8|3|2|2|2|4,0.7|0.15|0.89|0.72|9|7|8|3|2|2|2|4,0.75|0.1|0.77|0.84|9|7|9|3|2|2|2|4,6.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
96,12,0.8|0.05|0.65|0.97|9|7|8|3|2|2|2|4,0.7|0.15|0.89|0.72|9|7|8|3|2|2|2|4,0.75|0.1|0.77|0.84|9|7|8|3|2|2|2|4,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
97,12,0.8|0.05|0.65|0.97|9|7|8|3|2|2|2|4,0.7|0.15|0.89|0.72|9|7|8|3|2|2|2|4,0.75|0.1|0.77|0.84|9|6|8|3|3|2|2|4,8.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|-1.0|0.0|0.0|0.0
98,12,0.8|0.05|0.65|0.97|9|7|8|3|2|2|2|4,0.7|0.15|0.89|0.72|9|7|8|3|2|2|2|4,0.75|0.1|0.77|0.84|10|7|8|3|2|2|2|4,9.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
99,13,0.75|0.1|0.77|0.84|9|7|7|3|2|3|2|4,0.75|0.1|0.77|0.84|9|6|8|3|2|2|2|4,0.75|0.1|0.77|0.84|9|6|9|3|2|3|2|4,1.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
100,13,0.75|0.1|0.77|0.84|9|7|7|3|2|3|2|4,0.75|0.1|0.77|0.84|9|6|8|3|2|2|2|4,0.75|0.1|0.77|0.84|9|6|8|3|3|2|2|5,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|-1.0
101,13,0.75|0.1|0.77|0.84|9|7|7|3|2|3|2|4,0.75|0.1|0.77|0.84|9|6|8|3|2|2|2|4,0.75|0.1|0.77|0.84|9|8|8|3|2|3|2|4,3.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
102,13,0.75|0.1|0.77|0.84|9|7|7|3|2|3|2|4,0.75|0.1|0.77|0.84|9|6|8|3|2|2|2|4,0.75|0.1|0.77|0.84|9|6|7|3|2|3|2|4,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
103,13,0.75|0.1|0.77|0.84|9|7|7|3|2|3|2|4,0.75|0.1|0.77|0.84|9|6|8|3|2|2|2|4,0.75|0.1|0.77|0.84|9.0|6.0|8.0|3.0|2|2|2|4,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
104,13,0.75|0.1|0.77|0.84|9|7|7|3|2|3|2|4,0.75|0.1|0.77|0.84|9|6|8|3|2|2|2|4,0.75|0.1|0.77|0.84|9|7|7|3|2|2|2|4,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
105,13,0.75|0.1|0.77|0.84|9|7|7|3|2|3|2|4,0.75|0.1|0.77|0.84|9|6|8|3|2|2|2|4,0.75|0.1|0.77|0.84|9|7|8|3|3|3|2|4,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
106,13,0.75|0.1|0.77|0.84|9|7|7|3|2|3|2|4,0.75|0.1|0.77|0.84|9|6|8|3|2|2|2|4,0.75|0.1|0.77|0.84|9|6|7|3|2|2|2|4,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
107,13,0.75|0.1|0.77|0.84|9|7|7|3|2|3|2|4,0.75|0.1|0.77|0.84|9|6|8|3|2|2|2|4,0.75|0.1|0.77|0.84|9|6|6|3|2|3|2|4,9.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
108,14,0.75|0.1|0.77|0.84|9|6|9|3|2|3|2|4,0.75|0.1|0.77|0.84|9|8|8|3|2|3|2|4,0.75|0.1|0.77|0.84|9|6|7|3|2|3|2|4,1.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
109,14,0.75|0.1|0.77|0.84|9|6|9|3|2|3|2|4,0.75|0.1|0.77|0.84|9|8|8|3|2|3|2|4,0.75|0.1|0.77|0.84|10|6|8|3|2|3|2|4,2.0,0.0|0.0|0.0|0.0|-1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
110,14,0.75|0.1|0.77|0.84|9|6|9|3|2|3|2|4,0.75|0.1|0.77|0.84|9|8|8|3|2|3|2|4,0.75|0.1|0.77|0.84|9|11|10|6|2|3|2|4,3.0,0.0|0.0|0.0|0.0|0.0|-3.0|-2.0|-3.0|0.0|0.0|0.0|0.0
111,14,0.75|0.1|0.77|0.84|9|6|9|3|2|3|2|4,0.75|0.1|0.77|0.84|9|8|8|3|2|3|2|4,0.75|0.1|0.77|0.84|9|5|8|3|2|3|2|4,4.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
112,14,0.75|0.1|0.77|0.84|9|6|9|3|2|3|2|4,0.75|0.1|0.77|0.84|9|8|8|3|2|3|2|4,0.75|0.1|0.77|0.84|9|6|8|3|2|3|2|4,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
113,14,0.75|0.1|0.77|0.84|9|6|9|3|2|3|2|4,0.75|0.1|0.77|0.84|9|8|8|3|2|3|2|4,0.14|0.33|0.84|0.53|9|8|8|3|2|3|2|4,6.0,0.61|-0.23|-0.06999999999999995|0.30999999999999994|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
114,14,0.75|0.1|0.77|0.84|9|6|9|3|2|3|2|4,0.75|0.1|0.77|0.84|9|8|8|3|2|3|2|4,0.75|0.1|0.77|0.84|9|8|9|3|2|3|3|4,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
115,14,0.75|0.1|0.77|0.84|9|6|9|3|2|3|2|4,0.75|0.1|0.77|0.84|9|8|8|3|2|3|2|4,0.75|0.1|0.77|0.84|9|5|8|3|2|3|2|4,8.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
116,14,0.75|0.1|0.77|0.84|9|6|9|3|2|3|2|4,0.75|0.1|0.77|0.84|9|8|8|3|2|3|2|4,0.77|0.37|0.26|0.11|9|6|9|3|2|3|2|4,9.0,-0.020000000000000018|-0.27|0.51|0.73|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
117,15,0.75|0.1|0.77|0.84|9|6|6|3|2|3|2|4,0.77|0.37|0.26|0.11|9|6|9|3|2|3|2|4,0.57|0.18|0.63|0.54|9|6|6|3|2|3|2|4,1.0,0.19000000000000006|0.06|-0.10999999999999999|-0.06000000000000005|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
118,15,0.75|0.1|0.77|0.84|9|6|6|3|2|3|2|4,0.77|0.37|0.26|0.11|9|6|9|3|2|3|2|4,0.76|0.24|0.52|0.48|9|6|9|3|2|3|3|4,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
119,15,0.75|0.1|0.77|0.84|9|6|6|3|2|3|2|4,0.77|0.37|0.26|0.11|9|6|9|3|2|3|2|4,0.55|0.09|0.61|0.15|9|6|9|3|2|3|2|4,3.0,0.20999999999999996|0.15|-0.08999999999999997|0.32999999999999996|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
120,15,0.75|0.1|0.77|0.84|9|6|6|3|2|3|2|4,0.77|0.37|0.26|0.11|9|6|9|3|2|3|2|4,0.76|0.24|0.52|0.48|10|6|6|3|2|2|2|4,4.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
121,15,0.75|0.1|0.77|0.84|9|6|6|3|2|3|2|4,0.77|0.37|0.26|0.11|9|6|9|3|2|3|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|3|2|4,5.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
122,15,0.75|0.1|0.77|0.84|9|6|6|3|2|3|2|4,0.77|0.37|0.26|0.11|9|6|9|3|2|3|2|4,0.76|0.24|0.52|0.48|9|6|9|3|2|4|2|3,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0
123,15,0.75|0.1|0.77|0.84|9|6|6|3|2|3|2|4,0.77|0.37|0.26|0.11|9|6|9|3|2|3|2|4,0.54|0.73|0.52|0.51|9|6|9|3|2|3|2|4,7.0,0.21999999999999997|-0.49|0.0|-0.030000000000000027|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
124,15,0.75|0.1|0.77|0.84|9|6|6|3|2|3|2|4,0.77|0.37|0.26|0.11|9|6|9|3|2|3|2|4,0.95|0.96|0.78|0.56|9|6|9|3|2|3|2|4,8.0,-0.18999999999999995|-0.72|-0.26|-0.08000000000000007|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
125,15,0.75|0.1|0.77|0.84|9|6|6|3|2|3|2|4,0.77|0.37|0.26|0.11|9|6|9|3|2|3|2|4,0.76|0.24|0.52|0.48|9|6|9|3|2|4|2|4,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
126,16,0.76|0.24|0.52|0.48|9|6|9|3|2|4|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|3|2|4,0.76|0.24|0.52|0.48|9|6|9|3|3|3|2|4,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
127,16,0.76|0.24|0.52|0.48|9|6|9|3|2|4|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|3|2|4,0.42|0.6|0.79|0.72|9|6|5|3|2|4|2|4,2.0,0.34|-0.36|-0.27|-0.24|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
128,16,0.76|0.24|0.52|0.48|9|6|9|3|2|4|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|3|2|4,0.5|0.7|0.71|0.08|9|6|5|3|2|3|2|4,3.0,0.26|-0.45999999999999996|-0.18999999999999995|0.39999999999999997|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
129,16,0.76|0.24|0.52|0.48|9|6|9|3|2|4|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|3|2|4,0.76|0.24|0.52|0.48|9.0|6.0|5.0|3.0|2|3|2|4,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
130,16,0.76|0.24|0.52|0.48|9|6|9|3|2|4|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|3|2|4,0.76|0.24|0.52|0.48|9|6|9|3|2|2|2|4,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
131,16,0.76|0.24|0.52|0.48|9|6|9|3|2|4|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|3|2|4,0.76|0.24|0.52|0.48|9|6|9|3|2|4|2|4,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
132,16,0.76|0.24|0.52|0.48|9|6|9|3|2|4|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|3|2|4,0.76|0.24|0.52|0.48|9|6|9|3|2|3|2|4,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
133,16,0.76|0.24|0.52|0.48|9|6|9|3|2|4|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|3|2|4,0.76|0.24|0.52|0.48|10|6|9|3|2|4|2|4,8.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
134,16,0.76|0.24|0.52|0.48|9|6|9|3|2|4|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|3|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|4|2|4,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
135,17,0.76|0.24|0.52|0.48|9|6|9|3|2|4|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|3|2|4,0.76|0.24|0.52|0.48|9|6|6|3|2|4|2|4,1.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
136,17,0.76|0.24|0.52|0.48|9|6|9|3|2|4|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|3|2|4,0.87|0.7|0.81|0.25|9|6|5|3|2|4|2|4,2.0,-0.10999999999999999|-0.45999999999999996|-0.29000000000000004|0.22999999999999998|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
137,17,0.76|0.24|0.52|0.48|9|6|9|3|2|4|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|3|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|4|2|4,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
138,17,0.76|0.24|0.52|0.48|9|6|9|3|2|4|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|3|2|4,0.1|0.76|0.24|0.27|9|6|5|3|2|3|2|4,4.0,0.66|-0.52|0.28|0.20999999999999996|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
139,17,0.76|0.24|0.52|0.48|9|6|9|3|2|4|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|3|2|4,0.76|0.24|0.52|0.48|9|7|5|4|2|3|2|4,5.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|0.0|0.0|0.0|0.0
140,17,0.76|0.24|0.52|0.48|9|6|9|3|2|4|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|3|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|4|3|4,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
141,17,0.76|0.24|0.52|0.48|9|6|9|3|2|4|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|3|2|4,0.76|0.24|0.52|0.48|9|6|8|3|2|4|2|4,7.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
142,17,0.76|0.24|0.52|0.48|9|6|9|3|2|4|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|3|2|4,0.76|0.24|0.52|0.48|9|7|5|3|2|4|3|4,8.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|-1.0|0.0
143,17,0.76|0.24|0.52|0.48|9|6|9|3|2|4|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|3|2|4,0.76|0.24|0.52|0.48|9|7|8|3|2|4|2|4,9.0,0.0|0.0|0.0|0.0|0.0|-1.0|-3.0|0.0|0.0|0.0|0.0|0.0
144,18,0.76|0.24|0.52|0.48|9|7|5|3|2|4|3|4,0.76|0.24|0.52|0.48|9|6|6|3|2|4|2|4,0.76|0.24|0.52|0.48|9.0|7.0|6.0|3.0|2|4|2|4,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
145,18,0.76|0.24|0.52|0.48|9|7|5|3|2|4|3|4,0.76|0.24|0.52|0.48|9|6|6|3|2|4|2|4,0.91|0.06|0.28|0.88|9|6|5|3|2|4|3|4,2.0,-0.15000000000000002|0.18|0.24|-0.4|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
146,18,0.76|0.24|0.52|0.48|9|7|5|3|2|4|3|4,0.76|0.24|0.52|0.48|9|6|6|3|2|4|2|4,0.19|0.52|0.1|0.35|9|6|5|3|2|4|2|4,3.0,0.5700000000000001|-0.28|0.42000000000000004|0.13|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
147,18,0.76|0.24|0.52|0.48|9|7|5|3|2|4|3|4,0.76|0.24|0.52|0.48|9|6|6|3|2|4|2|4,0.76|0.24|0.52|0.48|9|7|4|3|2|4|2|4,4.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
148,18,0.76|0.24|0.52|0.48|9|7|5|3|2|4|3|4,0.76|0.24|0.52|0.48|9|6|6|3|2|4|2|4,0.76|0.24|0.52|0.48|9|7|5|3|3|5|3|5,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-1.0|-1.0
149,18,0.76|0.24|0.52|0.48|9|7|5|3|2|4|3|4,0.76|0.24|0.52|0.48|9|6|6|3|2|4|2|4,0.76|0.24|0.52|0.48|10|7|6|3|2|4|4|4,6.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
150,18,0.76|0.24|0.52|0.48|9|7|5|3|2|4|3|4,0.76|0.24|0.52|0.48|9|6|6|3|2|4|2|4,0.76|0.24|0.52|0.48|9|6|5|3|2|5|3|4,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
151,18,0.76|0.24|0.52|0.48|9|7|5|3|2|4|3|4,0.76|0.24|0.52|0.48|9|6|6|3|2|4|2|4,0.76|0.24|0.52|0.48|9|5|5|3|2|4|4|4,8.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|-1.0|0.0
152,18,0.76|0.24|0.52|0.48|9|7|5|3|2|4|3|4,0.76|0.24|0.52|0.48|9|6|6|3|2|4|2|4,0.76|0.24|0.52|0.48|9|7|6|3|2|4|2|4,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
153,19,0.76|0.24|0.52|0.48|9|7|5|3|2|4|3|4,0.76|0.24|0.52|0.48|9|7|4|3|2|4|2|4,0.76|0.24|0.52|0.48|11|10|5|3|2|4|2|4,1.0,0.0|0.0|0.0|0.0|-2.0|-3.0|-1.0|0.0|0.0|0.0|0.0|0.0
154,19,0.76|0.24|0.52|0.48|9|7|5|3|2|4|3|4,0.76|0.24|0.52|0.48|9|7|4|3|2|4|2|4,0.76|0.24|0.52|0.48|9|7|4|3|2|3|2|4,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
155,19,0.76|0.24|0.52|0.48|9|7|5|3|2|4|3|4,0.76|0.24|0.52|0.48|9|7|4|3|2|4|2|4,0.76|0.24|0.52|0.48|9|7|6|3|2|4|2|4,3.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
156,19,0.76|0.24|0.52|0.48|9|7|5|3|2|4|3|4,0.76|0.24|0.52|0.48|9|7|4|3|2|4|2|4,0.76|0.24|0.52|0.48|9|10|8|5|2|4|3|4,4.0,0.0|0.0|0.0|0.0|0.0|-3.0|-3.0|-2.0|0.0|0.0|0.0|0.0
157,19,0.76|0.24|0.52|0.48|9|7|5|3|2|4|3|4,0.76|0.24|0.52|0.48|9|7|4|3|2|4|2|4,0.76|0.24|0.52|0.48|9|7|6|3|2|4|2|4,5.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
158,19,0.76|0.24|0.52|0.48|9|7|5|3|2|4|3|4,0.76|0.24|0.52|0.48|9|7|4|3|2|4|2|4,0.76|0.24|0.52|0.48|9|7|3|3|2|4|3|4,6.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
159,19,0.76|0.24|0.52|0.48|9|7|5|3|2|4|3|4,0.76|0.24|0.52|0.48|9|7|4|3|2|4|2|4,0.76|0.24|0.52|0.48|10|7|4|6|2|4|3|4,7.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|-3.0|0.0|0.0|0.0|0.0
160,19,0.76|0.24|0.52|0.48|9|7|5|3|2|4|3|4,0.76|0.24|0.52|0.48|9|7|4|3|2|4|2|4,0.76|0.24|0.52|0.48|10|7|5|3|3|4|3|4,8.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
161,19,0.76|0.24|0.52|0.48|9|7|5|3|2|4|3|4,0.76|0.24|0.52|0.48|9|7|4|3|2|4|2|4,0.15|0.18|0.24|0.45|9|7|4|3|2|4|3|4,9.0,0.61|0.06|0.28|0.02999999999999997|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
162,20,0.76|0.24|0.52|0.48|9|6|5|3|2|5|3|4,0.76|0.24|0.52|0.48|9|7|3|3|2|4|3|4,0.95|0.8|0.96|0.97|9|6|5|3|2|4|3|4,1.0,-0.18999999999999995|-0.56|-0.43999999999999995|-0.49|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
163,20,0.76|0.24|0.52|0.48|9|6|5|3|2|5|3|4,0.76|0.24|0.52|0.48|9|7|3|3|2|4|3|4,0.76|0.24|0.52|0.48|9|7|5|3|2|3|3|4,2.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|1.0|0.0|0.0
164,20,0.76|0.24|0.52|0.48|9|6|5|3|2|5|3|4,0.76|0.24|0.52|0.48|9|7|3|3|2|4|3|4,0.76|0.24|0.52|0.48|9|6|5|3|2|4|3|4,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
165,20,0.76|0.24|0.52|0.48|9|6|5|3|2|5|3|4,0.76|0.24|0.52|0.48|9|7|3|3|2|4|3|4,0.84|0.52|1.0|0.93|9|6|5|3|2|5|3|4,4.0,-0.07999999999999996|-0.28|-0.48|-0.45000000000000007|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
166,20,0.76|0.24|0.52|0.48|9|6|5|3|2|5|3|4,0.76|0.24|0.52|0.48|9|7|3|3|2|4|3|4,0.76|0.24|0.52|0.48|9|7|4|3|3|5|3|4,5.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-1.0|0.0|0.0|0.0
167,20,0.76|0.24|0.52|0.48|9|6|5|3|2|5|3|4,0.76|0.24|0.52|0.48|9|7|3|3|2|4|3|4,0.76|0.24|0.52|0.48|9|6|6|3|3|5|3|4,6.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|0.0|0.0|0.0
168,20,0.76|0.24|0.52|0.48|9|6|5|3|2|5|3|4,0.76|0.24|0.52|0.48|9|7|3|3|2|4|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|2|5|3|4,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
169,20,0.76|0.24|0.52|0.48|9|6|5|3|2|5|3|4,0.76|0.24|0.52|0.48|9|7|3|3|2|4|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|2|4|4|4,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
170,20,0.76|0.24|0.52|0.48|9|6|5|3|2|5|3|4,0.76|0.24|0.52|0.48|9|7|3|3|2|4|3|4,0.76|0.24|0.52|0.48|12|8|7|4|2|5|3|4,9.0,0.0|0.0|0.0|0.0|-3.0|-2.0|-2.0|-1.0|0.0|0.0|0.0|0.0
171,21,0.76|0.24|0.52|0.48|10|7|5|3|3|4|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|2|4|4|4,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|3|5|4|4,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
172,21,0.76|0.24|0.52|0.48|10|7|5|3|3|4|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|2|4|4|4,0.76|0.24|0.52|0.48|9.0|7.0|3.0|3.0|3|5|3|4,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|1.0|0.0
173,21,0.76|0.24|0.52|0.48|10|7|5|3|3|4|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|2|4|4|4,0.76|0.24|0.52|0.48|10.0|8.0|5.0|3.0|2|4|4|4,3.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
174,21,0.76|0.24|0.52|0.48|10|7|5|3|3|4|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|2|4|4|4,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|3|4|3|4,4.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
175,21,0.76|0.24|0.52|0.48|10|7|5|3|3|4|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|2|4|4|4,0.76|0.24|0.52|0.48|9.0|7.0|3.0|3.0|3|4|3|4,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
176,21,0.76|0.24|0.52|0.48|10|7|5|3|3|4|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|2|4|4|4,0.61|0.82|0.53|0.67|10.0|7.0|3.0|3.0|2|4|4|4,6.0,0.15000000000000002|-0.58|-0.010000000000000009|-0.19000000000000006|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
177,21,0.76|0.24|0.52|0.48|10|7|5|3|3|4|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|2|4|4|4,0.76|0.24|0.52|0.48|10.0|5.0|5.0|3.0|3|4|4|4,7.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
178,21,0.76|0.24|0.52|0.48|10|7|5|3|3|4|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|2|4|4|4,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|2|5|3|4,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
