,generation,mother,father,child,child_no,mutation
258,29,0.64|0.56|0.41|0.62|0.52|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.4|0.31|0.57|0.42|0.36|0.32|11.0|29.0|20.0|16.0|3.0|16.0|10|10|8|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|12.0|30.0|22.0|15.0|6.0|15.0|10|10|9|10|7|6,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-2.0|1.0|-3.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
259,29,0.64|0.56|0.41|0.62|0.52|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.4|0.31|0.57|0.42|0.36|0.32|11.0|29.0|20.0|16.0|3.0|16.0|10|10|8|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|12.0|28.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
260,29,0.64|0.56|0.41|0.62|0.52|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.4|0.31|0.57|0.42|0.36|0.32|11.0|29.0|20.0|16.0|3.0|16.0|10|10|8|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|11.0|28.0|20.0|16.0|3.0|16.0|10|10|8|10|7|6,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
261,30,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.94|0.95|0.59|0.66|0.24|0.92|13.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,1.0,-0.41999999999999993|-0.51|-0.09999999999999998|-0.14|0.2|-0.6000000000000001|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
262,30,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|21.0|16.0|3.0|16.0|10|9|10|10|7|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
263,30,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
264,30,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.35|0.2|0.47|0.39|0.39|0.74|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,4.0,0.17000000000000004|0.24|0.020000000000000018|0.13|0.04999999999999999|-0.42|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
265,30,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|20.0|16.0|3.0|16.0|10|9|9|10|7|6,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
266,30,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
267,30,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|19.0|16.0|3.0|16.0|10|10|10|10|7|6,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
268,30,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|9|7|7,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|0.0|-1.0
269,30,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|20.0|16.0|4.0|16.0|9|10|10|10|7|6,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
270,31,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|19.0|16.0|3.0|16.0|10|10|10|10|7|6,0.64|0.56|0.41|0.62|0.52|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.58|0.5|0.45|0.57|0.48|0.32|13.0|29.0|20.0|16.0|3.0|16.0|10|9|9|10|6|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0
271,31,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|19.0|16.0|3.0|16.0|10|10|10|10|7|6,0.64|0.56|0.41|0.62|0.52|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.58|0.5|0.45|0.57|0.48|0.32|13.0|29.0|20.0|16.0|3.0|16.0|10|10|9|9|7|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
272,31,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|19.0|16.0|3.0|16.0|10|10|10|10|7|6,0.64|0.56|0.41|0.62|0.52|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.68|0.42|0.83|0.81|0.91|0.55|13.0|29.0|19.0|16.0|3.0|16.0|10|10|9|10|7|6,3.0,-0.10000000000000009|0.08000000000000002|-0.37999999999999995|-0.2400000000000001|-0.43000000000000005|-0.23000000000000004|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
273,31,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|19.0|16.0|3.0|16.0|10|10|10|10|7|6,0.64|0.56|0.41|0.62|0.52|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.58|0.5|0.45|0.57|0.48|0.32|12.0|30.0|18.0|18.0|3.0|18.0|10|10|10|10|7|6,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|-2.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0
274,31,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|19.0|16.0|3.0|16.0|10|10|10|10|7|6,0.64|0.56|0.41|0.62|0.52|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.77|0.85|0.49|0.6|0.32|0.07|12.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,5.0,-0.19000000000000006|-0.35|-0.03999999999999998|-0.030000000000000027|0.15999999999999998|0.25|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
275,31,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|19.0|16.0|3.0|16.0|10|10|10|10|7|6,0.64|0.56|0.41|0.62|0.52|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.58|0.5|0.45|0.57|0.48|0.32|13.0|29.0|19.0|16.0|3.0|16.0|10|10|8|10|7|6,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
276,31,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|19.0|16.0|3.0|16.0|10|10|10|10|7|6,0.64|0.56|0.41|0.62|0.52|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.5|0.62|0.08|0.92|0.42|0.09|12.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,7.0,0.07999999999999996|-0.12|0.37|-0.3500000000000001|0.06|0.23|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
277,31,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|19.0|16.0|3.0|16.0|10|10|10|10|7|6,0.64|0.56|0.41|0.62|0.52|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.58|0.5|0.45|0.57|0.48|0.32|13.0|29.0|19.0|16.0|3.0|16.0|10|10|9|10|7|6,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
278,31,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|19.0|16.0|3.0|16.0|10|10|10|10|7|6,0.64|0.56|0.41|0.62|0.52|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.58|0.5|0.45|0.57|0.48|0.32|13.0|28.0|20.0|16.0|3.0|16.0|10|9|10|10|7|6,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
279,32,0.58|0.5|0.45|0.57|0.48|0.32|12.0|30.0|18.0|18.0|3.0|18.0|10|10|10|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|12.0|28.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.55|0.47|0.47|0.54|0.46|0.32|12.0|28.0|20.0|16.0|3.0|18.0|10|10|9|10|7|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
280,32,0.58|0.5|0.45|0.57|0.48|0.32|12.0|30.0|18.0|18.0|3.0|18.0|10|10|10|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|12.0|28.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.18|0.29|0.03|0.46|0.87|0.4|12.0|30.0|20.0|18.0|3.0|16.0|10|10|10|10|7|6,2.0,0.37000000000000005|0.18|0.43999999999999995|0.08000000000000002|-0.41|-0.08000000000000002|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
281,32,0.58|0.5|0.45|0.57|0.48|0.32|12.0|30.0|18.0|18.0|3.0|18.0|10|10|10|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|12.0|28.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.55|0.47|0.47|0.54|0.46|0.32|12.0|28.0|18.0|16.0|3.0|18.0|10|10|10|10|6|5,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0
282,32,0.58|0.5|0.45|0.57|0.48|0.32|12.0|30.0|18.0|18.0|3.0|18.0|10|10|10|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|12.0|28.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.55|0.47|0.47|0.54|0.46|0.32|12.0|28.0|20.0|17.0|3.0|16.0|10|10|9|10|7|6,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
283,32,0.58|0.5|0.45|0.57|0.48|0.32|12.0|30.0|18.0|18.0|3.0|18.0|10|10|10|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|12.0|28.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.55|0.47|0.47|0.54|0.46|0.32|12.0|28.0|20.0|18.0|4.0|16.0|9|10|9|10|7|6,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
284,32,0.58|0.5|0.45|0.57|0.48|0.32|12.0|30.0|18.0|18.0|3.0|18.0|10|10|10|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|12.0|28.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.47|0.71|0.39|0.25|0.63|0.15|12.0|30.0|18.0|16.0|3.0|18.0|10|10|9|10|7|6,6.0,0.08000000000000007|-0.24|0.07999999999999996|0.29000000000000004|-0.16999999999999998|0.17|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
285,32,0.58|0.5|0.45|0.57|0.48|0.32|12.0|30.0|18.0|18.0|3.0|18.0|10|10|10|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|12.0|28.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.55|0.47|0.47|0.54|0.46|0.32|12.0|28.0|20.0|18.0|3.0|18.0|10|10|10|10|7|6,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
286,32,0.58|0.5|0.45|0.57|0.48|0.32|12.0|30.0|18.0|18.0|3.0|18.0|10|10|10|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|12.0|28.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.55|0.47|0.47|0.54|0.46|0.32|12.0|30.0|19.0|18.0|3.0|16.0|10|10|9|10|7|6,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
287,32,0.58|0.5|0.45|0.57|0.48|0.32|12.0|30.0|18.0|18.0|3.0|18.0|10|10|10|10|7|6,0.52|0.44|0.49|0.52|0.44|0.32|12.0|28.0|20.0|16.0|3.0|16.0|10|10|9|10|7|6,0.55|0.47|0.47|0.54|0.46|0.32|12.0|29.0|18.0|19.0|3.0|20.0|10|10|9|10|7|6,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-1.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0
288,33,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.58|0.5|0.45|0.57|0.48|0.32|12.0|30.0|18.0|18.0|3.0|18.0|10|10|10|10|7|6,0.55|0.47|0.47|0.54|0.46|0.32|13.0|30.0|20.0|18.0|3.0|16.0|9|10|10|10|7|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|-1.0
289,33,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.58|0.5|0.45|0.57|0.48|0.32|12.0|30.0|18.0|18.0|3.0|18.0|10|10|10|10|7|6,0.1|0.85|0.95|0.33|0.42|0.67|12.0|30.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,2.0,0.45000000000000007|-0.38|-0.48|0.21000000000000002|0.040000000000000036|-0.35000000000000003|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
290,33,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.58|0.5|0.45|0.57|0.48|0.32|12.0|30.0|18.0|18.0|3.0|18.0|10|10|10|10|7|6,0.55|0.47|0.47|0.54|0.46|0.32|12.0|29.0|18.0|18.0|3.0|18.0|10|10|10|10|6|6,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
291,33,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.58|0.5|0.45|0.57|0.48|0.32|12.0|30.0|18.0|18.0|3.0|18.0|10|10|10|10|7|6,0.55|0.47|0.47|0.54|0.46|0.32|12.0|29.0|18.0|18.0|3.0|16.0|10|10|10|10|7|6,4.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
292,33,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.58|0.5|0.45|0.57|0.48|0.32|12.0|30.0|18.0|18.0|3.0|18.0|10|10|10|10|7|6,0.55|0.47|0.47|0.54|0.46|0.32|12.0|30.0|18.0|18.0|3.0|18.0|10|10|10|9|7|6,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
293,33,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.58|0.5|0.45|0.57|0.48|0.32|12.0|30.0|18.0|18.0|3.0|18.0|10|10|10|10|7|6,0.55|0.47|0.47|0.54|0.46|0.32|13.0|30.0|20.0|17.0|3.0|18.0|10|10|10|10|7|6,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
294,33,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.58|0.5|0.45|0.57|0.48|0.32|12.0|30.0|18.0|18.0|3.0|18.0|10|10|10|10|7|6,0.55|0.47|0.47|0.54|0.46|0.32|13.0|29.0|18.0|17.0|3.0|16.0|10|10|10|10|6|6,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
295,33,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.58|0.5|0.45|0.57|0.48|0.32|12.0|30.0|18.0|18.0|3.0|18.0|10|10|10|10|7|6,0.21|0.86|0.22|0.09|0.9|0.88|12.0|30.0|18.0|18.0|3.0|18.0|10|10|10|10|7|6,8.0,0.3400000000000001|-0.39|0.24999999999999997|0.45000000000000007|-0.44|-0.56|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
296,33,0.52|0.44|0.49|0.52|0.44|0.32|13.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.58|0.5|0.45|0.57|0.48|0.32|12.0|30.0|18.0|18.0|3.0|18.0|10|10|10|10|7|6,0.55|0.47|0.47|0.54|0.46|0.32|12.0|30.0|20.0|16.0|3.0|16.0|10|10|10|9|7|6,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
297,34,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.35|0.2|0.47|0.39|0.39|0.74|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.44|0.32|0.48|0.46|0.42|0.53|12.0|29.0|21.0|16.0|3.0|16.0|10|10|10|10|7|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
298,34,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.35|0.2|0.47|0.39|0.39|0.74|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.44|0.32|0.48|0.46|0.42|0.53|14.0|30.0|19.0|17.0|6.0|18.0|10|10|10|10|7|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-1.0|1.0|-1.0|-3.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0
299,34,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.35|0.2|0.47|0.39|0.39|0.74|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.1|0.42|0.01|0.61|0.26|0.9|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,3.0,0.33999999999999997|-0.09999999999999998|0.47|-0.14999999999999997|0.15999999999999998|-0.37|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
300,34,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.35|0.2|0.47|0.39|0.39|0.74|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.44|0.32|0.48|0.46|0.42|0.53|12.0|30.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
301,34,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.35|0.2|0.47|0.39|0.39|0.74|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.44|0.32|0.48|0.46|0.42|0.53|12.0|29.0|20.0|16.0|3.0|16.0|9|9|10|10|7|5,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0
302,34,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.35|0.2|0.47|0.39|0.39|0.74|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.44|0.32|0.48|0.46|0.42|0.53|12.0|29.0|19.0|16.0|3.0|16.0|10|10|10|10|7|6,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
303,34,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.35|0.2|0.47|0.39|0.39|0.74|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.44|0.32|0.48|0.46|0.42|0.53|12.0|29.0|20.0|16.0|3.0|16.0|9|10|9|10|6|5,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|1.0
304,34,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.35|0.2|0.47|0.39|0.39|0.74|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.44|0.32|0.48|0.46|0.42|0.53|14.0|29.0|23.0|19.0|3.0|15.0|10|10|10|10|7|6,8.0,0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|-3.0|-3.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
305,34,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.35|0.2|0.47|0.39|0.39|0.74|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.44|0.32|0.48|0.46|0.42|0.53|12.0|29.0|20.0|16.0|4.0|16.0|10|10|10|10|6|6,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
306,35,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.35|0.2|0.47|0.39|0.39|0.74|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.44|0.32|0.48|0.46|0.42|0.53|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
307,35,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.35|0.2|0.47|0.39|0.39|0.74|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.44|0.32|0.48|0.46|0.42|0.53|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
308,35,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.35|0.2|0.47|0.39|0.39|0.74|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.76|0.91|0.83|0.32|0.9|0.64|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,3.0,-0.32|-0.5900000000000001|-0.35|0.14|-0.48000000000000004|-0.10999999999999999|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
309,35,0.52|0.44|0.49|0.52|0.44|0.32|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.35|0.2|0.47|0.39|0.39|0.74|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,0.44|0.32|0.48|0.46|0.42|0.53|12.0|29.0|20.0|16.0|3.0|16.0|10|10|10|10|7|6,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
