,generation,mother,father,child,child_no,mutation
80,41,0.56|0.63|0.24|0.82|14.0|7.0|5.0|4.0|2|7|5|6,0.47|0.81|0.75|0.94|14.0|7.0|5.0|4.0|2|7|5|6,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
81,41,0.56|0.63|0.24|0.82|14.0|7.0|5.0|4.0|2|7|5|6,0.47|0.81|0.75|0.94|14.0|7.0|5.0|4.0|2|7|5|6,0.52|0.72|0.5|0.88|14.0|7.0|4.0|4.0|2|7|6|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|-1.0|0.0
82,42,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,0.56|0.63|0.24|0.82|14.0|7.0|5.0|4.0|2|7|5|6,0.54|0.68|0.37|0.85|14.0|7.0|5.0|4.0|2|8|6|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
83,42,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,0.56|0.63|0.24|0.82|14.0|7.0|5.0|4.0|2|7|5|6,0.54|0.68|0.37|0.85|14.0|7.0|6.0|4.0|2|8|5|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
84,43,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,0.56|0.63|0.24|0.82|14.0|7.0|5.0|4.0|2|7|5|6,0.54|0.68|0.37|0.85|14.0|7.0|5.0|4.0|2|7|5|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
85,43,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,0.56|0.63|0.24|0.82|14.0|7.0|5.0|4.0|2|7|5|6,0.54|0.68|0.37|0.85|14.0|7.0|5.0|4.0|2|7|5|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
86,44,0.56|0.63|0.24|0.82|14.0|7.0|5.0|4.0|2|7|5|6,0.56|0.62|0.24|0.82|14.0|7.0|5.0|4.0|2|7|5|6,0.56|0.62|0.24|0.82|14.0|7.0|5.0|3.0|2|7|5|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|-1.0
87,44,0.56|0.63|0.24|0.82|14.0|7.0|5.0|4.0|2|7|5|6,0.56|0.62|0.24|0.82|14.0|7.0|5.0|4.0|2|7|5|6,0.56|0.62|0.24|0.82|14.0|7.0|5.0|4.0|2|7|5|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
88,45,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,0.56|0.62|0.24|0.82|14.0|7.0|5.0|4.0|2|7|5|6,0.54|0.67|0.37|0.85|14.0|7.0|5.0|4.0|3|8|6|5,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-1.0|1.0
89,45,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,0.56|0.62|0.24|0.82|14.0|7.0|5.0|4.0|2|7|5|6,0.54|0.67|0.37|0.85|14.0|7.0|5.0|4.0|2|8|5|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
90,46,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,0.56|0.63|0.24|0.82|14.0|7.0|5.0|4.0|2|7|5|6,0.54|0.68|0.37|0.85|14.0|7.0|5.0|4.0|2|8|4|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0
91,46,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,0.56|0.63|0.24|0.82|14.0|7.0|5.0|4.0|2|7|5|6,0.54|0.68|0.37|0.85|14.0|7.0|5.0|4.0|2|7|5|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
92,47,0.54|0.67|0.37|0.85|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.68|0.37|0.85|14.0|7.0|5.0|4.0|2|8|4|7,0.54|0.68|0.37|0.85|14.0|7.0|5.0|4.0|2|8|4|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
93,47,0.54|0.67|0.37|0.85|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.68|0.37|0.85|14.0|7.0|5.0|4.0|2|8|4|7,0.54|0.68|0.37|0.85|14.0|7.0|5.0|4.0|2|9|6|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|0.0
94,48,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.68|0.37|0.85|14.0|7.0|5.0|4.0|2|8|4|7,0.53|0.7|0.44|0.86|13.0|7.0|5.0|4.0|2|8|4|7,1.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
95,48,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.68|0.37|0.85|14.0|7.0|5.0|4.0|2|8|4|7,0.53|0.7|0.44|0.86|14.0|7.0|5.0|3.0|2|8|5|8,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|-1.0
96,49,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.68|0.37|0.85|14.0|7.0|5.0|4.0|2|8|4|7,0.53|0.7|0.44|0.86|14.0|7.0|6.0|4.0|2|8|4|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
97,49,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.68|0.37|0.85|14.0|7.0|5.0|4.0|2|8|4|7,0.53|0.7|0.44|0.86|14.0|7.0|5.0|4.0|2|8|4|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
98,50,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.68|0.37|0.85|14.0|7.0|5.0|4.0|2|8|4|7,0.53|0.7|0.56|0.29|14.0|7.0|5.0|4.0|2|8|4|7,1.0,0.0|0.0|-0.12|0.57|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
99,50,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.68|0.37|0.85|14.0|7.0|5.0|4.0|2|8|4|7,0.53|0.7|0.44|0.86|14.0|7.0|5.0|4.0|2|8|5|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
100,51,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,0.53|0.7|0.44|0.86|14.0|7.0|5.0|4.0|2|8|5|6,0.52|0.71|0.47|0.87|14.0|7.0|5.0|4.0|3|8|6|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|-1.0
101,51,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,0.53|0.7|0.44|0.86|14.0|7.0|5.0|4.0|2|8|5|6,0.52|0.71|0.47|0.87|14.0|7.0|6.0|4.0|2|8|5|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
102,52,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.67|0.37|0.85|14.0|7.0|5.0|4.0|2|8|5|6,0.53|0.7|0.44|0.86|14.0|7.0|6.0|4.0|2|8|5|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
103,52,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.67|0.37|0.85|14.0|7.0|5.0|4.0|2|8|5|6,0.53|0.7|0.44|0.86|14.0|7.0|5.0|3.0|2|8|5|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|-1.0
104,53,0.54|0.67|0.37|0.85|14.0|7.0|5.0|4.0|2|8|5|6,0.53|0.7|0.44|0.86|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.68|0.4|0.86|14.0|7.0|5.0|4.0|2|8|5|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
105,53,0.54|0.67|0.37|0.85|14.0|7.0|5.0|4.0|2|8|5|6,0.53|0.7|0.44|0.86|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.68|0.4|0.86|14.0|7.0|5.0|4.0|2|8|5|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
106,54,0.54|0.67|0.37|0.85|14.0|7.0|5.0|4.0|2|8|5|6,0.53|0.7|0.44|0.86|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.68|0.4|0.86|15.0|9.0|5.0|4.0|2|8|5|6,1.0,0.0|0.0|0.0|0.0|-1.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0
107,54,0.54|0.67|0.37|0.85|14.0|7.0|5.0|4.0|2|8|5|6,0.53|0.7|0.44|0.86|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.68|0.4|0.86|14.0|7.0|5.0|4.0|2|8|5|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
108,55,0.54|0.67|0.37|0.85|14.0|7.0|5.0|4.0|2|8|5|6,0.53|0.7|0.44|0.86|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.68|0.4|0.86|14.0|7.0|5.0|4.0|2|9|6|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-1.0
109,55,0.54|0.67|0.37|0.85|14.0|7.0|5.0|4.0|2|8|5|6,0.53|0.7|0.44|0.86|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.68|0.4|0.86|14.0|6.0|5.0|4.0|2|8|5|6,2.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
110,56,0.54|0.67|0.37|0.85|14.0|7.0|5.0|4.0|2|8|5|6,0.53|0.7|0.44|0.86|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.68|0.4|0.86|14.0|7.0|5.0|4.0|2|8|5|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
111,56,0.54|0.67|0.37|0.85|14.0|7.0|5.0|4.0|2|8|5|6,0.53|0.7|0.44|0.86|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.68|0.4|0.86|14.0|7.0|5.0|4.0|3|9|4|5,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|1.0|1.0
112,57,0.54|0.67|0.37|0.85|14.0|7.0|5.0|4.0|2|8|5|6,0.53|0.7|0.44|0.86|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.68|0.4|0.86|14.0|7.0|4.0|4.0|2|8|6|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|-1.0|0.0
113,57,0.54|0.67|0.37|0.85|14.0|7.0|5.0|4.0|2|8|5|6,0.53|0.7|0.44|0.86|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.68|0.4|0.86|15.0|7.0|5.0|4.0|2|8|5|6,2.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
114,58,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,0.53|0.7|0.44|0.86|14.0|7.0|5.0|4.0|2|8|5|6,0.52|0.71|0.47|0.87|14.0|7.0|5.0|4.0|2|8|4|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
115,58,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,0.53|0.7|0.44|0.86|14.0|7.0|5.0|4.0|2|8|5|6,0.52|0.71|0.47|0.87|14.0|7.0|5.0|4.0|2|8|5|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
116,59,0.54|0.67|0.37|0.85|14.0|7.0|5.0|4.0|2|8|5|6,0.53|0.7|0.44|0.86|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.68|0.4|0.86|14.0|7.0|5.0|4.0|3|9|4|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|1.0|-1.0
117,59,0.54|0.67|0.37|0.85|14.0|7.0|5.0|4.0|2|8|5|6,0.53|0.7|0.44|0.86|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.68|0.4|0.86|16.0|9.0|5.0|7.0|2|8|5|6,2.0,0.0|0.0|0.0|0.0|-2.0|-2.0|0.0|-3.0|0.0|0.0|0.0|0.0
118,60,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.67|0.37|0.85|14.0|7.0|5.0|4.0|2|8|5|6,0.53|0.7|0.44|0.86|14.0|7.0|5.0|4.0|2|8|5|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
119,60,0.52|0.72|0.5|0.88|14.0|7.0|5.0|4.0|2|8|5|6,0.54|0.67|0.37|0.85|14.0|7.0|5.0|4.0|2|8|5|6,0.53|0.7|0.44|0.86|14.0|7.0|5.0|4.0|2|8|4|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
