,generation,mother,father,child,child_no,mutation
6044,121,0.91|0.04|0.98|0.24|0.84|0.98|0.65|0.76|0.01|0.91|0.22|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.43|0.74|0.32|0.05|0.75|0.57|0.2|0.04|0.2|0.54|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|5.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,45.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6045,121,0.91|0.04|0.98|0.24|0.84|0.98|0.65|0.76|0.01|0.91|0.22|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.43|0.74|0.32|0.05|0.75|0.57|0.2|0.04|0.2|0.54|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|2.0|6.0|3.0|15.0|5.0|15.0|5.0|5.0|3.0|3.0|3.0|7|7|6|8|10|7|8|5|10|10|6,46.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|0.0|5.0|-11.0|-2.0|-9.0|4.0|3.0|4.0|2.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6046,121,0.91|0.04|0.98|0.24|0.84|0.98|0.65|0.76|0.01|0.91|0.22|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.43|0.74|0.32|0.05|0.75|0.57|0.2|0.04|0.2|0.54|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|2.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,47.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6047,121,0.91|0.04|0.98|0.24|0.84|0.98|0.65|0.76|0.01|0.91|0.22|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.43|0.74|0.32|0.05|0.75|0.57|0.2|0.04|0.2|0.54|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,48.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6048,121,0.91|0.04|0.98|0.24|0.84|0.98|0.65|0.76|0.01|0.91|0.22|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.43|0.74|0.32|0.05|0.75|0.57|0.2|0.04|0.2|0.54|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|10.0|15.0|5.0|6.0|6.0|2.0|5.0|5.0|3.0|15.0|5.0|7|7|6|8|10|7|8|5|10|10|6,49.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-9.0|3.0|-2.0|-3.0|4.0|4.0|3.0|4.0|-10.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6049,121,0.91|0.04|0.98|0.24|0.84|0.98|0.65|0.76|0.01|0.91|0.22|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.43|0.74|0.32|0.05|0.75|0.57|0.2|0.04|0.2|0.54|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|2.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,50.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6050,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.36|0.38|0.44|0.4|0.78|0.7|0.42|0.44|0.15|0.79|0.52|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|6.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6051,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.36|0.38|0.44|0.4|0.78|0.7|0.42|0.44|0.15|0.79|0.52|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|6|6|8|9|7|9|6|9|10|5,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|-1.0|-1.0|1.0|0.0|1.0
6052,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.36|0.38|0.44|0.4|0.78|0.7|0.42|0.44|0.15|0.79|0.52|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|8|7|6|8|10|7|8|5|10|10|6,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6053,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.36|0.38|0.44|0.4|0.78|0.7|0.42|0.44|0.15|0.79|0.52|3.0|2.0|5.0|10.0|5.0|10.0|3.0|5.0|6.0|10.0|15.0|7|7|6|8|10|7|8|5|10|10|6,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|4.0|3.0|-6.0|-2.0|-4.0|6.0|3.0|1.0|-5.0|-7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6054,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.36|0.38|0.44|0.4|0.78|0.7|0.42|0.44|0.15|0.79|0.52|5.0|5.0|6.0|2.0|5.0|6.0|15.0|2.0|2.0|6.0|2.0|7|7|6|8|10|7|8|5|10|10|6,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|1.0|2.0|2.0|-2.0|0.0|-6.0|6.0|5.0|-1.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6055,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.36|0.38|0.44|0.4|0.78|0.7|0.42|0.44|0.15|0.79|0.52|7.0|6.0|8.0|3.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6056,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.36|0.38|0.44|0.4|0.78|0.7|0.42|0.44|0.15|0.79|0.52|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|6|6|9|9|7|7|5|10|9|7,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-1.0|1.0|0.0|1.0|0.0|0.0|1.0|-1.0
6057,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.36|0.38|0.44|0.4|0.78|0.7|0.42|0.44|0.15|0.79|0.52|5.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|9|7|6|8|10|7|8|5|10|10|6,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6058,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.36|0.38|0.44|0.4|0.78|0.7|0.42|0.44|0.15|0.79|0.52|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|6|6|6|9|9|8|8|4|10|10|6,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|-1.0|1.0|-1.0|0.0|1.0|0.0|0.0|0.0
6059,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.36|0.38|0.44|0.4|0.78|0.7|0.42|0.44|0.15|0.79|0.52|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|9|10|7|8|5|10|10|6,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6060,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.36|0.38|0.44|0.4|0.78|0.7|0.42|0.44|0.15|0.79|0.52|9.0|8.0|11.0|3.0|6.0|6.0|11.0|7.0|6.0|6.0|10.0|7|7|6|8|10|7|8|5|10|10|6,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-2.0|-3.0|1.0|-3.0|0.0|-2.0|1.0|1.0|-1.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6061,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.36|0.38|0.44|0.4|0.78|0.7|0.42|0.44|0.15|0.79|0.52|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|9|10|6,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
6062,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.81|0.23|0.86|0.46|0.54|0.4|0.4|0.62|0.78|0.38|0.91|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,13.0,-0.45|0.15|-0.42|-0.06|0.24|0.3|0.02|-0.18|-0.63|0.41|-0.39|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6063,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.36|0.38|0.44|0.4|0.78|0.7|0.42|0.44|0.15|0.79|0.52|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|7|10|7|8|5|10|10|6,14.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6064,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.36|0.38|0.44|0.4|0.78|0.7|0.42|0.44|0.15|0.79|0.52|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|7|10|7|8|5|10|10|6,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6065,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.36|0.38|0.44|0.4|0.78|0.7|0.42|0.44|0.15|0.79|0.52|10.0|8.0|7.0|6.0|2.0|7.0|11.0|7.0|6.0|5.0|9.0|7|7|6|8|10|7|8|5|10|10|6,16.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-2.0|1.0|-2.0|1.0|-1.0|-2.0|1.0|1.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6066,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.36|0.38|0.44|0.4|0.78|0.7|0.42|0.44|0.15|0.79|0.52|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,17.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6067,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.36|0.38|0.44|0.4|0.78|0.7|0.42|0.44|0.15|0.79|0.52|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|8|7|5|7|9|8|9|6|10|9|7,18.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|1.0|1.0|-1.0|-1.0|-1.0|0.0|1.0|-1.0
6068,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.36|0.38|0.44|0.4|0.78|0.7|0.42|0.44|0.15|0.79|0.52|15.0|3.0|15.0|2.0|2.0|6.0|5.0|6.0|5.0|10.0|5.0|7|7|6|8|10|7|8|5|10|10|6,19.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-8.0|3.0|-7.0|2.0|1.0|0.0|4.0|2.0|2.0|-5.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6069,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.9|0.56|0.85|0.21|0.67|0.42|0.3|0.65|0.04|0.53|0.06|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,20.0,-0.54|-0.18|-0.41|0.19|0.11|0.28|0.12|-0.21|0.11|0.26|0.46|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6070,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.36|0.38|0.44|0.4|0.78|0.7|0.42|0.44|0.15|0.79|0.52|6.0|6.0|7.0|4.0|5.0|6.0|10.0|7.0|7.0|5.0|10.0|7|7|6|8|10|7|8|5|10|10|6,21.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|-2.0|0.0|-1.0|1.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6071,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.14|0.64|0.88|0.9|0.94|0.46|0.95|0.75|0.27|0.69|0.88|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,22.0,0.22|-0.26|-0.44|-0.5|-0.16|0.24|-0.53|-0.31|-0.12|0.1|-0.36|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6072,122,0.67|0.39|0.65|0.14|0.8|0.77|0.43|0.4|0.11|0.73|0.42|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.06|0.36|0.24|0.66|0.75|0.62|0.42|0.47|0.19|0.85|0.63|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,0.36|0.38|0.44|0.4|0.78|0.7|0.42|0.44|0.15|0.79|0.52|7.0|6.0|8.0|4.0|3.0|6.0|9.0|8.0|7.0|5.0|8.0|7|7|6|8|10|7|8|5|10|10|6,23.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
