,generation,mother,father,child,child_no,mutation
519,11,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|3|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|4|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|4|3|3|3|3|3,20.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
520,11,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|3|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|4|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|3|3|3|2|3|3,21.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
521,11,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|3|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|4|3|3|2|3|3,0.34|0.03|0.14|0.55|0.72|0.73|0.29|0.69|0.2|0.45|0.47|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|3|3|3|2|3|3,22.0,0.22|0.87|0.24|0.07|0.16|0.2|0.35|0.02|0.13|-0.33|-0.32|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
522,11,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|3|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|4|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|3|3|3|2|3|3,23.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
523,11,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|3|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|4|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|4|4|3|2|3|3,24.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
524,11,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|3|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|4|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|10.0|15.0|10.0|3.0|10.0|3.0|10.0|2.0|10.0|5.0|6.0|2|2|2|3|2|4|3|3|2|3|3,25.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-6.0|-2.0|5.0|-2.0|5.0|-2.0|6.0|-3.0|3.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
525,11,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|3|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|4|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|11.0|10.0|11.0|11.0|10.0|11.0|10.0|11.0|7.0|8.0|7.0|2|2|2|3|2|4|3|3|2|3|3,26.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-2.0|-3.0|-3.0|-2.0|-3.0|-2.0|-3.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
526,11,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|3|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|4|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|11.0|11.0|10.0|7.0|8.0|9.0|10.0|9.0|8.0|8.0|7.0|2|2|3|3|2|3|3|3|2|3|3,27.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-2.0|-2.0|1.0|0.0|-1.0|-2.0|-1.0|-1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
527,11,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|3|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|4|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|6.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|4|2|2|3|2|3|3|3|2|3|3,28.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
528,11,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|3|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|4|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|4|3|3|5|2|4|2|2|3,29.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|-1.0|1.0|-1.0|0.0|1.0|0.0
529,11,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|3|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|4|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|6.0|7.0|8.0|8.0|2|2|2|3|2|4|3|5|2|3|3,30.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0
530,11,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|3|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|4|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|3|3|3|2|3|3|3|2|3|3,31.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
531,11,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|3|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|4|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|10.0|8.0|7.0|8.0|7.0|7.0|8.0|7.0|10.0|7.0|2|2|2|3|2|4|3|3|2|3|3,32.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|-2.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
532,11,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|3|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|4|3|3|2|3|3,0.51|0.77|0.38|0.51|0.88|0.61|0.35|0.78|0.26|0.39|0.1|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|3|3|3|2|3|3,33.0,0.05|0.13|0.0|0.11|0.0|0.32|0.29|-0.07|0.07|-0.27|0.05|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
533,11,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|3|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|4|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|6.0|8.0|2|2|2|3|2|4|3|3|2|5|3,34.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0
534,11,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|3|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|4|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|5|3|3|2|3|3,35.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
535,11,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|3|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|4|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|4|2|4|3|3|2|2|3,36.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|0.0|-1.0|0.0|0.0|0.0|1.0|0.0
536,11,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|3|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|4|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|7.0|8.0|8.0|2|2|3|3|2|4|3|3|2|3|3,37.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
537,11,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|3|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|4|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|12.0|11.0|10.0|11.0|8.0|8.0|11.0|8.0|9.0|11.0|2|2|2|3|2|3|3|3|2|3|3,38.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-3.0|-2.0|-3.0|0.0|0.0|-3.0|-1.0|-1.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
538,11,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|3|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|2|3|2|4|3|3|2|3|3,0.56|0.9|0.38|0.62|0.88|0.93|0.64|0.71|0.33|0.12|0.15|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|2|2|3|3|2|3|3|3|2|3|3,39.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
